promoter_id,promoter_name,event_id,club_id
1033,LWE,523058,83715
28724,Circo Loco London,528559,1525
3007,Electric Minds,442148,1103
4517,nofitstate,506450,29800
34828,Dawn LDN,541266,13311
3499,Corsica Studios,516085,2587
15408,XOYO,544510,33592
28535,Troupe London,527591,34179
6831,Funkinyou,530006,874
967,fabric,537623,237
25531,Regression Sessions,537648,23884
633,Jaded,540326,2587
38897,Lokee Musik,550438,87076
4659,Republic Artists,528680,38109
14836,The Nest,528942,36034
10672,Cargo London,539693,640
35156,Bass Nation,539519,852
10672,Cargo London,541474,640
27131,*underground,547951,3269
19828,Club Exclu,544782,29859
35931,chris wee,542194,16518
34363,Funk and Soul Club,544175,1557
39371,Siblings,543806,170808
24331,Dennis Soulmates,550490,72435
9570,Innovation,544734,78322
16783,VOID,549928,3393
5782,Kerfuffle,551623,1557
37645,GForcePR,540138,2875
6715,Batty Bass,548390,9731
2163,EGG,645547,874
16385,ClubExclu,549410,29859
16910,Big Fish Afterhours,659410,674
16910,Big Fish Afterhours,550984,674
47657,FOREVER,664188,63354
16517,Plastic People,536825,738
36225,beepr,547323,874
14836,The Nest,543430,36034
22983,Rhythm Factory,550628,737
5377,Neil Thornton,546784,5355
16910,Big Fish Afterhours,552003,674
32234,Shut The Front Door,547070,4368
4790,KCC Soundsystem,544149,2344
30465,Fire In Session,550169,1103
26450,Dysfunctional,537815,13311
24651,The Chronic Love Foundation [CLF],544389,21896
15408,XOYO,546662,33592
967,fabric,543277,237
36225,beepr,547533,874
210,Soundcrash,542091,2038
31719,SUMO London,550425,737
16910,Big Fish Afterhours,550991,674
40556,finally music,550895,5355
18511,Listed,545273,29859
14836,The Nest,543459,36034
10672,Cargo London,549481,640
7070,Orlando Boom,547183,21958
13126,Audio Sushi,551736,1857
4892,club genius,548521,3106
967,fabric,548438,237
16910,Big Fish Afterhours,543178,674
24993,Thomas Wonderland,552484,170808
31972,cbeatfreakz,552325,170808
37817,PARADOX LDN,547928,874
39371,Siblings,549171,170808
33535,Coup d'Etat,549511,71000
7280,Rinse,552124,72435
37190,Fresh London,553835,73730
41476,Wolf Howling,542011,68826
16910,Big Fish Afterhours,550985,674
36773,Sessions,547198,2587
31972,cbeatfreakz,552333,170808
29744,YOUR MUM'S HOUSE,553983,36034
28605,JR Events,542598,1103
3499,Corsica Studios,541252,2587
30191,xproject,545181,874
38823,Astral Industries,537153,51767
15408,XOYO,532568,33592
18624,Oonst,546103,30015
14836,The Nest,543662,36034
36154,Safe,548553,21896
15734,Wifey,542666,61205
22983,Rhythm Factory,550634,737
36880,SVS RECORDS,544706,72435
967,fabric,542880,237
16517,Plastic People,548493,738
37148,Key Of Life,552637,13311
5377,Neil Thornton,534113,5355
16910,Big Fish Afterhours,554423,674
41584,House Motivation Events,544118,727
29546,Livin Proof,547254,4567
28605,JR Events,544258,727
15408,XOYO,542445,33592
967,fabric,543278,237
956,Zombies Ate My Brain,536486,30015
2163,EGG,543428,874
38745,Noshun,549446,2587
29787,Warehouse LDN,548437,8808
37467,Ethnobling,547772,1557
37432,White Noize,545955,5355
15426,Sub Terrania,552551,9567
16517,Plastic People,548482,738
32722,DeepRhythmPR,544994,18075
31719,SUMO London,550431,737
41,Kinky Malinki,547967,29859
10672,Cargo London,549486,640
41577,HOTOUGHT,547754,1135
34127,Minimal Force Records,552295,3393
5377,Neil Thornton,551179,5355
13698,dbstereo,554449,674
34350,Dance Tunnel,553462,72435
41428,Dirty South.,542620,77669
30646,twelVe,553789,734
4892,club genius,548523,3106
24345,Omar Hoxton,553988,19440
31579,Orange Nation,554751,61713
633,Jaded,552456,2587
967,fabric,548444,237
16910,Big Fish Afterhours,550992,674
28230,alloyed.net,552951,23889
24993,Thomas Wonderland,554883,170808
13698,dbstereo,554452,674
31972,cbeatfreakz,552329,170808
37817,PARADOX LDN,547935,874
8836,White Heat,555156,4015
42124,The Sanctuary,550183,71000
39371,Siblings,552458,170808
16938,COLD HEAT,552891,27608
31972,cbeatfreakz,552334,170808
37190,Fresh London,553837,790
16910,Big Fish Afterhours,550986,674
40035,WolfHowling,542022,68826
19758,Carlo Mei,556364,73730
36773,Sessions,546776,2587
2718,LIFE,554453,72435
36338,The Trailer TV,554431,62202
22485,Unleash,548654,40712
28535,Troupe London,527402,68064
41471,Groove Control,541258,727
40127,Zonk London,549925,21896
23151,White Jail,530854,2587
40457,Cabin,549784,737
15408,XOYO,533599,33592
37626,nonline,541562,61205
1147,needwant,537197,30015
36225,beepr,547580,874
19718,Mind The Dubstep,547702,11662
14836,The Nest,543439,36034
36150,Kartel,551543,51767
16517,Plastic People,554038,738
967,fabric,545561,237
7315,Alpha-ville,549158,7583
37054,AGMPconcerts,525020,2038
31270,MISTER MAN PR,549197,2875
5377,Neil Thornton,552305,5355
12665,Bambara,553424,84257
5377,Neil Thornton,552602,5355
37148,Key Of Life,553159,13311
30415,DEFINITION MUSIC EVENTS,553373,2344
16910,Big Fish Afterhours,556831,674
32494,Pack London,548646,3321
41463,Holdin' Court,549238,59270
26174,Entail_Music,546656,52120
3499,Corsica Studios,547350,2587
33902,High Dependancy,547218,874
36869,Tessellate,530976,727
41162,Balamii,545791,21896
15408,XOYO,542502,33592
7726,Cartulis Music,551782,34179
29787,Warehouse LDN,548473,8808
22311,East London Movement E.L.M,546006,62301
28316,mellophonik music industry,538589,13311
32608,Superfiction Events,553875,30015
15426,Sub Terrania,552556,9567
3269,Snap Crackle & Pop,544177,63354
967,fabric,547503,237
42473,Oslo Hackney,554913,87489
39491,Pacha London,544588,852
31719,SUMO London,550432,737
36606,DH-PR,548917,3321
41775,Funkaholic,545848,52692
24439,Rhythm Section,556918,57602
10672,Cargo London,549490,640
14836,The Nest,554748,36034
42165,Future Funk Airlines,551625,1557
5377,Neil Thornton,552876,5355
2558,Definition,552795,2875
5377,Neil Thornton,548913,5355
24345,Omar Hoxton,553733,19440
633,Jaded,552465,2587
36252,Release Sustain,553444,3393
967,fabric,548460,237
16910,Big Fish Afterhours,550993,674
28230,alloyed.net,554019,23889
38513,BTP,553341,77744
19550,Young Turks,555832,83807
37817,PARADOX LDN,669418,874
31972,cbeatfreakz,552330,170808
39371,Siblings,552459,170808
31972,cbeatfreakz,552335,170808
7280,Rinse,555794,72435
16910,Big Fish Afterhours,550987,674
19758,Carlo Mei,556879,73730
37190,Fresh London,553840,790
36773,Sessions,546778,2587
10672,Cargo London,558351,640
28605,JR Events,552684,1525
16687,ERGH,546443,1103
29842,Kai Marley,547320,2587
12211,Toi Toi,541787,24347
18788,SPL,547138,4567
16605,Saints Don't Sleep,544691,1557
15408,XOYO,539183,33592
58436,Stevie Wonderland,555105,62885
35425,btwldn,551864,738
41387,DJ Caspa,540464,51767
14836,The Nest,543442,36034
16497,Low Slung,545783,30015
1138,mono_cult,549489,72435
25531,Regression Sessions,555148,23884
36225,beepr,547612,874
37342,Ideals,549036,737
37724,Rompa's Reggae Shack,550973,61205
967,fabric,542884,237
35323,Beast Mode,553640,21896
37054,AGMPconcerts,525019,2038
5610,Horse & Groom,552320,5355
37148,Key Of Life,553919,13311
10256,Soulsa,557098,87715
16910,Big Fish Afterhours,558970,674
22699,GoMad Events,533675,52120
1860,Lock N Load Events,548555,725
41586,GoGetFaded,552065,1135
3065,RANDOM,558533,3106
41934,Silver Bullet,558766,31313
27690,Another Party London,545775,1525
3499,Corsica Studios,541247,2587
39432,House Of Silk,544832,2875
7327,Groove Pleasure,542440,727
15408,XOYO,542509,33592
1012,Connected!,542331,13311
782,muak,543295,737
8039,Bread and Butter,541899,30015
33902,High Dependancy,546293,874
24649,Kristina Records,546102,72435
40744,Buntu,553572,73730
40495,Beats Working,547367,1557
15426,Sub Terrania,552561,9567
2623,drop,550435,3269
967,fabric,549006,237
10672,Cargo London,549496,640
39491,Pacha London,547246,852
902,Warm,551465,21896
2127,Talking Music Productions,550176,65362
448,Ministry Of Sound,551725,725
14836,The Nest,543463,36034
42390,LDNbusiness,558754,3026
30208,PrettyUgly,553870,3393
12181,Ghetto Lounge,551766,23299
42307,Trash,553375,16823
41719,MOODi,545064,19297
39608,Philippa Noughtie,549765,11879
5377,Neil Thornton,551560,5355
41070,Lex Records,558220,85510
39846,Ahadadream presents...,553056,56479
5377,Neil Thornton,553359,5355
24651,The Chronic Love Foundation [CLF],544332,21896
13698,dbstereo,559029,674
31420,Cat Lovers,552415,4552
14885,*riffraff,547024,17157
902,Warm,558906,82264
633,Jaded,555006,2587
967,fabric,548480,237
696,Ultraplay,554507,3393
42568,Mission Music,557116,1557
16910,Big Fish Afterhours,550994,674
24993,Thomas Wonderland,557586,170808
28230,alloyed.net,554023,23889
13698,dbstereo,559022,674
14345,BleeD Music,543356,2587
31972,cbeatfreakz,552331,170808
30146,lowercase,549220,237
37817,PARADOX LDN,548018,874
8836,White Heat,555161,4015
39371,Siblings,552461,170808
14345,BleeD Music,538021,35945
33403,Milkshake,555238,1103
31972,cbeatfreakz,552337,170808
3269,Snap Crackle & Pop,550127,63354
16910,Big Fish Afterhours,550988,674
19758,Carlo Mei,557243,73730
36773,Sessions,547195,2587
10672,Cargo London,558354,640
36338,The Trailer TV,560059,62202
32815,Circa,560069,2875
3499,Corsica Studios,542036,2587
18648,BassLaced,535861,1103
5704,Urban Nerds,545102,4567
41850,KURV,546802,874
42265,Flat Out,554125,62885
14836,The Nest,543444,36034
33747,Save You Records,552278,30015
520,Bugged Out!,547335,33592
35190,FOLO Presents,546747,737
36915,Sho Nuff Boogie,550847,21896
23170,Joe Apted,548398,72435
16517,Plastic People,556211,738
210,Soundcrash,546239,62301
42438,Bitcharest,555394,84257
41476,Wolf Howling,553360,68826
28605,JR Events,554356,51767
399,The Doctor's Orders,550124,1502
1033,LWE,553512,34179
967,fabric,542891,237
9570,Innovation,544681,5456
33841,Ritual London,557576,16823
32279,CasaPura,552380,73730
39136,Paradise London,558043,8136
42025,Trap93 Events,552185,1135
37148,Key Of Life,552793,13311
16910,Big Fish Afterhours,558978,674
22675,Elena Colombi,554565,19082
21934,Disco Phobia,558738,64714
5377,Neil Thornton,556197,5355
38027,David Laporta,545820,9567
24651,The Chronic Love Foundation [CLF],558629,21896
41252,T.C.P.,556161,82864
1860,Lock N Load Events,555087,725
35092,DEWA House,554614,87965
1063,Wrong Island,558487,71240
36915,Sho Nuff Boogie,558902,82264
29213,Oval Space,542244,60356
25935,Art of Dark,540751,24347
448,Ministry Of Sound,551726,725
24651,The Chronic Love Foundation [CLF],545912,21896
15408,XOYO,542526,33592
41963,House Passion,548261,2875
3499,Corsica Studios,542044,2587
63,Magic and Medicine,531450,13311
12300,Spilt Milk,555893,62301
2163,EGG,546714,874
6712,Slide,533018,65362
39080,Double Denim Disco,542750,62885
9935,DC7 Events,551880,1103
967,fabric,550188,237
1860,Lock N Load Events,545609,4567
31719,SUMO London,554295,737
29787,Warehouse LDN,558572,8808
15426,Sub Terrania,560747,9567
38050,Backto95,547064,852
814,Twisted Audio,538876,14700
38647,FM Productions,554186,19297
7070,Orlando Boom,554878,4552
35156,Bass Nation,551015,3321
42473,Oslo Hackney,555029,87489
10672,Cargo London,549498,640
36154,Safe,559659,57602
5610,Horse & Groom,523279,5355
24531,Audio Rehab,543771,725
32238,THTC,543934,1557
41684,We Are Meraki,544329,33667
41867,DirtyMango,547326,84257
34350,Dance Tunnel,548985,72435
40953,YØU.R,552839,27608
21189,(OFF THE) COOP,555431,13071
399,The Doctor's Orders,550129,21958
39705,FragmentedPR,556946,737
7726,Cartulis Music,559530,3393
3890,Renegade Hardware,547216,52120
4892,club genius,557473,3106
2458,Socialise,554070,14114
35712,urbanfmtv,546076,3783
41159,"Sorry, No Vacancies",559761,85468
30213,Jamie de Rooy,559108,170808
11727,The Old Queens Head,669125,4368
39371,Siblings,557585,6471
633,Jaded,556498,2587
967,fabric,550596,237
35931,chris wee,547092,2875
30465,Fire In Session,558584,13311
399,The Doctor's Orders,556118,3321
16910,Big Fish Afterhours,561124,674
31972,cbeatfreakz,554016,170808
36869,Tessellate,555945,33592
37817,PARADOX LDN,548019,874
14345,BleeD Music,543367,35945
39794,Heavy Signal,553663,36034
39371,Siblings,560389,170808
1860,Lock N Load Events,554241,4567
7280,Rinse,557531,72435
16517,Plastic People,561385,738
19758,Carlo Mei,557249,73730
36773,Sessions,553398,2587
16910,Big Fish Afterhours,560662,674
37724,Rompa's Reggae Shack,558769,75645
31972,cbeatfreakz,561311,170808
854,Deadly Rhythm,556362,21896
30191,xproject,545183,874
18648,BassLaced,554405,1103
15408,XOYO,538399,33592
29546,Livin Proof,547263,4567
24148,The House of Disco,553746,30015
3499,Corsica Studios,553946,2587
42330,Apricot Thing,554920,72435
33288,Purple Inc.,555344,84257
14836,The Nest,543450,36034
37241,Sense of Rhythm,547045,737
10733,Reggae Roast,555119,727
42414,FLManagement,555110,52120
967,fabric,542897,237
25749,Future History,548170,61205
42394,house of sound,554855,80850
39491,Pacha London,556617,852
24836,Intune & Becool,562101,73730
33403,Milkshake,559826,1502
31291,Human Drizzle,540003,11563
16517,Plastic People,561030,738
37148,Key Of Life,556090,13311
41476,Wolf Howling,555769,68826
16910,Big Fish Afterhours,561006,674
5377,Neil Thornton,534115,5355
2869,All Tomorrow's Parties,536425,5456
42118,Loose Wires,551064,1135
1860,Lock N Load Events,555092,725
5377,Neil Thornton,552416,5355
1063,Wrong Island,558621,71240
35289,Mogadisco,562293,12445
38144,Dark N' Lovely,560410,85510
43100,VipLounge,563189,15557
959,Simply Salacious Parties,557701,67954
42947,Giggles in the Dark,561463,13734
3065,RANDOM,564380,3106
8183,Plan B,547586,727
36225,beepr,547196,874
4472,THEM,534549,2587
37382,Dazed,547324,68064
33526,Fortay,545120,34179
21136,outout,544983,1103
15408,XOYO,542531,33592
967,fabric,552304,237
5946,Make Me,551309,124651
23151,White Jail,548610,30015
448,Ministry Of Sound,551978,725
41519,IndividualCollective,541775,77606
29787,Warehouse LDN,549778,8808
42064,as you are,549966,33667
42773,YBE Promotions Ltd,559903,1557
33237,WOLF,553952,72435
42473,Oslo Hackney,555032,87489
35506,Faceless Recordings,556965,737
39491,Pacha London,544601,852
41495,Avalanche Ibiza,542962,29859
210,Soundcrash,547228,937
39960,Rix GOH,551688,69263
7210,Entice,553546,75768
10672,Cargo London,553402,640
24291,Volume London,545764,13311
13639,East Project,541547,5355
15426,Sub Terrania,560755,9567
41678,Addicts,558678,19297
5377,Neil Thornton,554846,5355
37645,GForcePR,540149,3321
34944,Stereophoenix,552521,61713
4892,club genius,557474,3106
42429,HAVIN IT by Red Fusion,555303,2546
2718,LIFE,561747,85510
12865,Leading Astray,551875,132696
633,Jaded,555008,2587
967,fabric,553981,237
16910,Big Fish Afterhours,560928,674
16910,Big Fish Afterhours,561362,674
24993,Thomas Wonderland,563771,170808
31972,cbeatfreakz,561255,170808
16448,Black Atlantic,516509,2038
37817,PARADOX LDN,548021,874
8836,White Heat,562802,4015
16448,Black Atlantic,502829,2038
39371,Siblings,560392,170808
16517,Plastic People,561387,738
29212,GETME!,562438,72435
19758,Carlo Mei,557589,73730
41476,Wolf Howling,552516,68826
16910,Big Fish Afterhours,560835,674
36773,Sessions,546783,2587
37190,Fresh London,567737,790
29744,YOUR MUM'S HOUSE,564674,36034
39765,ProudCamden,565007,67011
31972,cbeatfreakz,561312,170808
36338,The Trailer TV,564903,62202
24651,The Chronic Love Foundation [CLF],552621,21896
42567,Livin' Proof x Workit,557106,60356
35226,UBERMAX,552267,62301
28605,JR Events,559363,1103
15245,Funkyzeit,538054,2587
15408,XOYO,534060,33592
33423,Werk,553401,30015
36225,beepr,549592,874
37753,NR Events Promotion,549037,34179
23515,House Entertainment UK,537172,52120
41716,Rootikal,545027,65362
27043,jerome hill,549503,11563
14836,The Nest,547497,36034
32942,Achintya Sound,541569,1557
16517,Plastic People,561033,738
16448,Black Atlantic,556131,85510
42419,The Murkage Club,555151,727
41349,Ape Sh!t,548891,1135
43168,discolondon,562657,88300
967,fabric,542900,237
38033,Terrorhythm,555070,51767
24836,Intune & Becool,564625,73730
41476,Wolf Howling,553356,68826
15412,Neighbourhood,559805,72435
32919,Forward Thinking,554708,50126
16910,Big Fish Afterhours,561021,674
31972,cbeatfreakz,559052,170808
15900,Way Back Here,558200,59270
5377,Neil Thornton,560754,5355
4774,Huntleys & Palmers Audio Club,561046,63354
37148,Key Of Life,558126,13311
1063,Wrong Island,559466,71240
1860,Lock N Load Events,555096,725
39876,The Last Tuesday Society,557453,1525
39765,ProudCamden,560433,67011
43286,VIP Lounge,565054,15557
7412,krankbrother,545011,1103
26174,Entail_Music,534952,34179
40299,100% house,552435,68064
63,Magic and Medicine,546325,4567
5064,DJhistory.com,550643,2587
15408,XOYO,542533,33592
33902,High Dependancy,548131,874
967,fabric,554307,237
31719,SUMO London,550749,737
29787,Warehouse LDN,553568,8808
448,Ministry Of Sound,551979,725
40699,ISGUD,558784,30015
15426,Sub Terrania,564794,1103
22827,Le Piscine,556169,51767
14836,The Nest,543475,36034
3269,Snap Crackle & Pop,557962,63354
34363,Funk and Soul Club,559432,1557
37356,Smoke Signal,559053,11563
34698,Endless Reach,557494,71380
41224,harrietstarling,559217,76374
41079,Monate Events,556859,17157
10672,Cargo London,553423,640
39846,Ahadadream presents...,561404,56479
5091,upper playground,558926,2344
5377,Neil Thornton,553754,5355
39816,Digital Tsunami,556209,19297
39491,Pacha London,554515,852
24439,Rhythm Section,564549,57602
34350,Dance Tunnel,557563,72435
11392,SoftPorn,568422,72207
40282,Hidden Screw,558589,172
4774,Huntleys & Palmers Audio Club,561043,85510
42473,Oslo Hackney,563088,87489
633,Jaded,555470,2587
36252,Release Sustain,560369,3393
967,fabric,553990,237
16910,Big Fish Afterhours,561365,674
16910,Big Fish Afterhours,560932,674
8836,White Heat,563485,4015
31972,cbeatfreakz,561256,170808
3499,Corsica Studios,561717,2587
3155,dollop,561551,87489
37817,PARADOX LDN,564557,874
26434,NTS Radio,562455,2005
39371,Siblings,560394,170808
37074,Moringa Arts,541606,74656
7280,Rinse,557553,72435
16517,Plastic People,561399,738
16910,Big Fish Afterhours,560839,674
41476,Wolf Howling,550862,68826
19758,Carlo Mei,558720,73730
27680,Fine Grains Records,558793,27608
36773,Sessions,554348,2587
31972,cbeatfreakz,561313,170808
39765,ProudCamden,565015,67011
18648,BassLaced,558582,1103
1033,LWE,550639,52627
18788,SPL,541763,4567
967,fabric,542928,237
3499,Corsica Studios,541250,2587
17467,Flux,558625,87844
25047,Bixon,553853,19297
15408,XOYO,549303,33592
7327,Groove Pleasure,532580,737
27772,synopsis,534711,30015
42541,Qube Project,556807,87686
58436,Stevie Wonderland,563502,62885
29842,Kai Marley,560565,34179
36225,beepr,555748,874
14836,The Nest,547500,36034
16517,Plastic People,556225,738
8995,Wax'd,557051,72435
29212,GETME!,562773,77606
11204,Brixton Jamm,556056,1557
39491,Pacha London,567473,852
42771,Stokey Stop Presents...,559365,87965
9935,DC7 Events,551877,52120
32230,Project Sound,555665,68826
37148,Key Of Life,558894,13311
16910,Big Fish Afterhours,561023,674
1860,Lock N Load Events,555103,725
40127,Zonk London,561325,21896
10446,Queen Of Hoxton,559104,4552
5377,Neil Thornton,561009,5355
24651,The Chronic Love Foundation [CLF],557307,21896
37718,froback,554725,11879
31270,MISTER MAN PR,558165,87446
37770,Nurtured Beatz,558245,51767
1063,Wrong Island,568356,71240
1063,Wrong Island,559835,71240
3065,RANDOM,570646,3106
41596,The Asylum,543081,68064
22485,Unleash,553999,60356
33830,Arktic,553971,1103
15408,XOYO,542536,33592
1033,LWE,550647,52627
210,Soundcrash,517099,5456
35520,Link London,554732,13311
30465,Fire In Session,556219,52120
29925,Work The Box,550741,737
3499,Corsica Studios,559935,2587
967,fabric,554845,237
33902,High Dependancy,557222,874
29787,Warehouse LDN,558991,8808
42449,DARKROOM,555570,72435
35598,Revive London,545785,30015
18648,BassLaced,558012,727
36437,Feather,560925,21896
448,Ministry Of Sound,551980,725
42165,Future Funk Airlines,562600,65362
15426,Sub Terrania,565024,1103
39491,Pacha London,556222,852
902,Warm,551470,21896
42962,J.A.M,561655,874
33017,Underground Vibes,560061,73730
28316,mellophonik music industry,546987,1135
10672,Cargo London,553428,640
41719,MOODi,546796,84257
5610,Horse & Groom,559056,5355
30415,DEFINITION MUSIC EVENTS,569154,59270
37153,UFFF!,561729,84582
210,Soundcrash,543010,2038
31579,Orange Nation,570074,61713
31420,Cat Lovers,563271,4552
1852,Nightowl,562724,29859
32900,Did Someone Say,569721,56479
902,Warm,558903,21896
5377,Neil Thornton,561078,5355
967,fabric,553997,237
696,Ultraplay,554509,3393
24993,Thomas Wonderland,567544,170808
633,Jaded,559155,2587
40556,finally music,559429,640
16910,Big Fish Afterhours,561367,674
16910,Big Fish Afterhours,560934,674
34335,Revolve Records,557514,33592
31972,cbeatfreakz,561268,170808
43593,Jump Off TV,570911,3321
14836,The Nest,547305,36034
8836,White Heat,564436,4015
37817,PARADOX LDN,564565,874
38628,Steven Geller,571004,170808
13693,Morning Glory,567363,60356
39371,Siblings,560401,170808
16517,Plastic People,561416,738
41476,Wolf Howling,542074,68826
16910,Big Fish Afterhours,560876,674
19758,Carlo Mei,558729,73730
40335,comm•une,556820,72435
20281,SOCIETY,568325,19082
31972,cbeatfreakz,561315,170808
29213,Oval Space,542315,60356
42554,Confession Music,556967,41264
12211,Toi Toi,554762,83151
3499,Corsica Studios,556685,2587
7280,Rinse,553382,4567
35931,chris wee,556593,8808
39931,Juxx Events,548597,737
14345,BleeD Music,553131,62301
35322,Josh Goodrich,564609,88542
41850,KURV,562543,874
520,Bugged Out!,555687,33592
14836,The Nest,543457,36034
30164,Traumatik,550961,62885
1033,LWE,553793,1103
32713,Kubicle Parties,559033,62991
42541,Qube Project,556896,87686
16497,Low Slung,559207,30015
3464,Birdsong Music,563867,18075
16517,Plastic People,561041,738
42773,YBE Promotions Ltd,570836,51767
12959,Zleep,556388,72435
36915,Sho Nuff Boogie,564731,21896
24651,The Chronic Love Foundation [CLF],563777,21896
399,The Doctor's Orders,563098,88565
24439,Rhythm Section,571166,61054
40071,Antidote Club London,560426,23884
967,fabric,542905,237
38415,Acid Army,548256,19297
42819,Ingenious- Rockers,559796,65362
210,Soundcrash,545519,18075
26097,Echoes London,560057,66647
32247,NoNonSense,569550,73730
37148,Key Of Life,557119,13311
16910,Big Fish Afterhours,561024,674
39491,Pacha London,559893,852
12665,Bambara,560238,1135
37298,The Little Festival,554921,19440
1860,Lock N Load Events,555108,725
5377,Neil Thornton,563233,5355
43240,Caught Up,564610,12445
11204,Brixton Jamm,564866,1557
43275,SL ENTERTAINMENT,568705,16518
1063,Wrong Island,569152,71240
42947,Giggles in the Dark,571421,3393
41070,Lex Records,572594,85510
42466,CUFF London,556134,82171
42677,spacedub,558361,74592
32077,Percolate,556603,62301
29213,Oval Space,542279,60356
29546,Livin Proof,569885,4567
15408,XOYO,542538,33592
32635,Love LDN,555291,69263
7726,Cartulis Music,552624,34179
2163,EGG,557197,874
27639,Project London,550581,67990
7159,Superfreq,560073,24347
1012,Connected!,555825,13311
29787,Warehouse LDN,559089,8808
41161,Front Left Life,550316,86028
38697,Insider,555401,77669
31719,SUMO London,564982,737
39491,Pacha London,557239,852
18301,Tempo Clash,558077,2587
5450,Hypercolour,569754,30015
30906,Brent Lawson,555926,53123
7070,Orlando Boom,561604,21958
43136,Nocturnalism,563659,1103
448,Ministry Of Sound,554365,725
14836,The Nest,561716,36034
40495,Beats Working,561807,1557
30570,Rioseco,557613,102294
42473,Oslo Hackney,568207,87489
38050,Backto95,564632,3267
42437,digital bitch london,555417,44329
41223,Warm Up,564542,73730
24651,The Chronic Love Foundation [CLF],554081,21896
19828,Club Exclu,553564,29859
41476,Wolf Howling,559403,68826
15426,Sub Terrania,565034,1103
10989,Kidology London,561893,1135
19828,Club Exclu,569027,29859
34350,Dance Tunnel,560921,72435
23576,Barbican,555176,2237
41218,CLOSER @closerparties,569089,3686
16517,Plastic People,571711,738
7726,Cartulis Music,571088,3393
42312,Ibiza Workers Shit Party,553466,9567
41223,Warm Up,562421,73730
3457,genius,569049,3106
43342,Disappearing Dining Club,569227,29800
36393,BIGCEE HOUSE TEAM CEO,568432,61756
13050,OneMore,559001,62991
34828,Dawn LDN,568521,13311
38558,Profound,561077,30015
967,fabric,568282,237
41716,Rootikal,558394,69692
24993,Thomas Wonderland,572730,170808
16910,Big Fish Afterhours,571911,674
29209,Roasted,567332,59573
34038,Kinetic London,571367,11563
16910,Big Fish Afterhours,569569,674
10733,Reggae Roast,573058,4487
34335,Revolve Records,573174,33592
31972,cbeatfreakz,561278,170808
37817,PARADOX LDN,568528,874
38628,Steven Geller,572772,170808
39371,Siblings,572490,170808
41476,Wolf Howling,569756,68826
29213,Oval Space,542284,60356
16517,Plastic People,561459,738
19758,Carlo Mei,572821,73730
7280,Rinse,573963,72435
41586,GoGetFaded,568771,1135
16910,Big Fish Afterhours,567402,674
31972,cbeatfreakz,569749,170808
37190,Fresh London,574165,790
29259,Rockfeedback,571265,84396
19776,S&M,549010,39364
21918,Church,537385,2587
30191,xproject,545235,874
30337,Real Nice Presents,568252,34179
38337,Bounty Music,558050,727
15408,XOYO,555845,33592
42598,Recipe London,557415,13311
1147,needwant,555829,30015
15900,Way Back Here,555768,72435
40239,Get Baked,546787,53123
14836,The Nest,559457,36034
35826,Cymatic.london,562249,84257
967,fabric,542931,237
33288,Purple Inc.,564829,60788
25749,Future History,557526,61205
22983,Rhythm Factory,564969,737
43656,no matter,571693,69263
16999,The Yesness,569404,62885
16517,Plastic People,574019,738
33403,Milkshake,568910,1502
41476,Wolf Howling,556535,68826
5377,Neil Thornton,543911,5355
16910,Big Fish Afterhours,574318,674
38919,Second Step Records,573856,3269
5377,Neil Thornton,568665,5355
2270,Cafe 1001,569557,3393
1860,Lock N Load Events,561326,725
40336,Tiptoe Lingo,563638,69042
38144,Dark N' Lovely,574512,85510
1063,Wrong Island,569114,71240
399,The Doctor's Orders,574240,88565
3065,RANDOM,575771,3106
19776,S&M,549247,39364
27690,Another Party London,545777,52120
3499,Corsica Studios,552628,60356
41961,We Concur,555461,34179
17580,Junk Department,545804,52627
3499,Corsica Studios,555432,2587
967,fabric,564018,237
10157,London Electronic,560333,62301
15408,XOYO,542539,33592
20403,White Rabbit,552397,737
19251,Village Underground,554563,4567
2163,EGG,557238,874
38930,Avant Garde London,538564,727
43209,Liquid Amber,564451,77606
22932,Kitsch & Sync,553023,1135
42473,Oslo Hackney,567886,87489
2951,jaunt>,568841,30015
22343,talk is cheap,555604,13311
29787,Warehouse LDN,561877,8808
42191,DC7,559159,1103
3946,Cerca Trova,568026,62991
24105,RGS Events,560033,17595
41921,zelij,565148,11563
399,The Doctor's Orders,553832,3321
16517,Plastic People,574017,738
15426,Sub Terrania,565092,1103
35156,Bass Nation,564711,7356
10052,Shush,557650,86028
11204,Brixton Jamm,567381,1557
2623,drop,572638,3269
14836,The Nest,561721,36034
43579,Whities,570789,72435
39491,Pacha London,557533,852
448,Ministry Of Sound,561761,725
284,Askarabaskara Crew,564070,33667
5377,Neil Thornton,565049,5355
38647,FM Productions,562788,19297
43735,Future Disco,572511,83807
31616,Good Genes,561095,8110
10672,Cargo London,570455,640
5610,Horse & Groom,567338,5355
24651,The Chronic Love Foundation [CLF],568024,21896
3457,genius,569051,3106
24345,Omar Hoxton,574345,19440
967,fabric,568285,237
16910,Big Fish Afterhours,571917,674
16910,Big Fish Afterhours,569574,674
42585,Dot.Dot.Dot.,557270,8295
24993,Thomas Wonderland,575957,170808
31972,cbeatfreakz,561284,170808
34335,Revolve Records,574961,33592
37817,PARADOX LDN,568570,874
8836,White Heat,560830,4015
39371,Siblings,572505,170808
41476,Wolf Howling,574590,68826
38628,Steven Geller,572771,170808
